,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
910,1,0,18,1,1,1,1,1,2,0,3,1,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,9,8,10
911,1,0,16,0,0,1,4,4,1,4,3,0,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,14,16,16
912,1,0,16,0,1,1,1,2,2,2,3,1,2,1,0,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0,14,14,15
913,1,0,18,1,0,0,2,4,2,3,3,0,1,2,1,0,1,0,0,1,1,1,0,2,3,2,1,3,1,8,8,5,8
915,1,0,16,1,1,1,1,1,0,2,2,1,3,2,0,0,1,0,0,1,1,1,0,4,3,2,1,3,5,6,6,8,8
916,1,0,16,0,0,1,2,3,0,3,2,1,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0,8,10,10
917,1,0,16,1,0,1,4,4,1,1,0,1,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,8,8,8
918,1,1,18,1,1,1,4,4,0,1,1,1,1,4,0,0,1,0,1,1,0,1,1,5,5,5,5,5,5,2,5,6,6
919,1,0,16,0,1,1,3,4,0,2,2,1,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2,7,9,8
920,1,1,17,1,1,1,4,4,2,3,1,1,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0,15,14,16
921,1,0,17,0,0,1,4,1,2,2,2,1,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,13,14,14
922,1,1,16,1,1,1,2,2,3,3,2,1,4,3,0,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,10,9,10
923,1,0,17,0,0,1,2,2,0,2,2,1,1,1,0,0,1,1,0,1,1,1,0,5,1,3,1,2,5,5,9,9,9
924,1,0,16,1,1,1,4,4,3,3,2,0,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1,11,11,11
925,1,1,17,1,0,1,3,3,3,3,1,1,1,1,0,0,1,0,1,1,1,1,0,4,1,4,5,5,3,8,7,10,9
926,1,1,17,1,0,1,1,1,0,3,2,1,3,2,0,0,0,0,0,1,1,1,1,5,1,3,3,3,1,0,10,10,10
927,1,1,16,1,0,1,2,1,1,3,2,1,2,2,0,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2,9,7,8
928,1,0,16,1,1,1,2,1,2,3,2,1,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,14,15,16
929,1,1,16,1,1,1,4,4,4,1,2,0,1,1,0,0,1,0,0,1,1,1,0,4,1,2,2,5,5,0,11,12,12
930,1,1,15,0,0,1,1,2,2,3,0,1,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,9,11,10
931,1,1,15,1,1,0,2,2,2,2,3,1,3,4,0,0,1,0,1,1,1,0,0,5,4,5,2,3,5,8,13,14,14
932,1,1,15,1,1,0,2,1,3,3,0,1,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,12,13,12
933,1,0,16,0,1,1,2,2,2,2,0,1,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2,11,11,11
934,1,0,16,1,1,1,4,1,2,2,1,1,2,2,0,0,1,0,1,1,1,1,0,1,2,4,2,2,1,8,9,10,10
935,1,0,17,1,0,1,3,2,0,2,1,1,2,1,0,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5,9,11,11
936,1,0,17,0,0,1,2,2,2,2,2,1,2,2,0,1,0,1,0,1,1,0,0,5,1,3,1,1,5,0,11,9,11
937,1,0,16,1,0,1,4,4,4,3,0,1,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,10,11,12
938,1,1,17,0,0,1,4,4,1,2,0,0,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2,9,9,8
939,1,1,17,0,1,1,1,3,2,2,0,0,2,1,0,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2,12,11,12
940,1,1,17,1,0,1,3,4,3,2,2,1,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8,8,9,8
941,1,0,17,1,0,1,4,4,1,1,0,0,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,13,15,16
942,1,1,16,0,1,1,4,1,2,0,2,0,1,1,0,0,0,0,0,1,1,1,0,4,1,2,2,1,2,0,10,11,11
943,1,0,17,1,0,0,1,1,0,0,2,1,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,11,10,11
944,1,0,17,0,0,1,4,2,2,2,0,1,2,2,0,1,1,0,0,0,1,1,0,4,3,3,2,3,5,0,17,18,18
945,1,1,16,1,1,0,2,2,2,3,0,0,2,2,0,0,1,0,0,0,1,1,1,4,1,2,2,2,5,0,12,13,13
946,1,1,17,1,0,1,3,2,2,2,2,0,2,2,0,0,1,1,0,1,1,1,0,4,1,2,2,2,1,0,13,14,13
947,1,1,19,1,0,1,1,1,2,2,2,1,1,2,2,0,1,0,1,1,0,1,0,4,4,3,3,4,4,2,9,9,10
948,1,1,17,1,1,0,1,0,2,2,1,1,1,1,0,0,0,0,0,1,1,0,1,4,1,2,1,1,5,4,11,11,12
949,1,0,17,0,0,1,1,1,0,0,0,0,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3,10,11,10
950,1,0,16,0,0,1,1,2,2,2,1,0,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5,13,14,13
951,1,1,16,0,1,1,1,2,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,9,10,11
952,1,0,17,0,0,1,3,1,2,2,0,1,2,2,3,0,1,0,1,0,1,1,1,5,4,4,1,1,5,2,7,9,10
953,1,1,17,0,0,1,2,2,2,2,0,1,2,1,0,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,8,13,10
954,1,1,18,0,0,1,1,0,0,0,0,2,3,1,1,1,1,0,0,1,1,0,0,4,3,2,1,1,4,0,12,12,13
955,1,1,17,0,0,1,1,1,2,3,0,1,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0,10,9,10
956,1,1,18,1,1,1,1,1,0,0,0,1,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6,10,9,10
957,1,0,16,0,1,1,2,2,2,3,0,0,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,11,13,12
959,1,1,16,0,0,1,3,2,3,2,0,0,2,1,0,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,11,9,10
960,1,1,16,0,1,1,1,1,0,2,0,1,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,10,10,9
961,1,1,18,0,0,1,1,1,3,2,0,2,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,7,9
963,1,1,19,1,0,1,3,2,0,3,0,1,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4,6,11,9
964,1,1,18,1,0,1,3,3,0,0,0,1,1,2,2,0,1,0,1,1,0,1,0,4,4,5,1,3,3,9,4,8,8
965,1,1,16,0,0,1,2,2,3,3,0,1,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6,7,8,8
966,1,1,19,1,0,1,2,1,0,2,0,2,2,1,3,0,0,0,1,0,0,1,1,4,4,3,1,3,5,4,8,9,9
967,1,0,16,1,0,0,3,2,3,0,0,1,2,2,2,0,1,0,1,1,1,0,1,2,5,5,1,1,1,8,5,5,7
968,1,0,17,1,0,1,1,1,2,0,0,1,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,7,9,10
969,1,1,20,0,0,1,1,1,2,2,0,2,2,1,1,0,1,0,0,1,0,1,1,4,4,3,2,4,4,12,8,11,10
970,1,0,18,0,0,0,4,3,3,3,0,1,1,1,0,0,1,0,0,1,1,1,0,5,4,4,3,4,2,8,10,11,10
971,1,1,18,0,0,1,3,2,2,2,0,1,2,1,0,0,1,0,0,0,1,1,0,2,5,5,5,5,5,8,9,10,11
972,1,1,19,0,0,1,1,1,2,3,1,2,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,10,9,11
973,1,1,17,1,0,1,3,3,1,2,0,1,2,2,1,0,1,0,0,1,1,1,0,4,5,4,2,3,3,4,8,9,10
974,1,1,18,1,1,1,1,3,0,3,0,1,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,9,10,9
975,1,1,19,0,0,1,1,1,2,2,1,2,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,9,10
976,1,0,18,1,0,0,1,2,0,2,0,1,2,2,2,0,1,0,0,1,1,0,0,4,3,3,1,1,5,2,6,8,8
977,1,0,19,1,1,0,1,1,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0,6,8,7
979,1,0,17,0,0,1,0,0,0,2,0,1,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11
980,1,0,17,0,1,0,3,1,2,0,0,2,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,5,8,7,8
982,1,0,18,0,1,1,2,2,3,3,0,1,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,7,6,8
983,1,0,17,1,0,1,4,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0,8,10,9
984,1,0,17,1,1,1,1,2,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,7,10,10
985,1,0,18,1,0,1,1,1,2,2,0,1,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3,7,8,7
986,1,0,18,1,0,1,2,2,3,0,3,0,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,12,13,14
987,1,0,17,1,0,1,3,3,3,3,0,1,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,11,12,13
988,1,0,18,1,1,0,1,2,0,2,3,1,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,12,13,14
989,1,0,18,1,0,1,4,4,4,4,3,1,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,18,18,18
990,1,1,18,1,1,1,4,4,3,2,3,1,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,17,17
991,1,0,17,1,0,1,4,2,2,2,0,1,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,17,18,18
993,1,1,18,1,1,1,1,2,0,3,1,1,2,1,0,0,1,0,0,0,1,0,0,4,1,4,5,5,1,8,10,11,11
994,1,1,18,0,0,1,4,4,0,3,2,1,3,1,0,0,1,1,1,1,1,1,1,2,5,5,1,1,1,5,12,13,14
995,1,1,17,0,0,1,1,1,2,3,2,0,3,1,0,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,12,13,14
996,1,0,18,1,0,1,2,2,2,2,0,1,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4,8,8,10
997,1,0,18,1,1,1,2,2,3,3,0,0,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,11,12,13
999,1,0,18,1,0,1,1,1,0,3,0,1,3,2,1,0,0,0,0,1,0,0,0,4,4,2,1,2,2,2,9,10,10
1001,1,0,17,1,0,1,4,2,4,2,0,0,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,18,18,18
1002,1,0,17,0,1,0,2,1,3,2,3,1,2,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,11,11,12
1003,1,0,18,1,1,0,1,1,0,3,0,1,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,8,10,11
1004,1,0,18,1,0,1,1,2,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,4,1,1,1,1,4,0,11,11,12
1006,1,0,18,0,0,1,2,2,3,2,1,1,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,14,14,15
1007,1,1,17,0,0,1,4,3,3,2,1,1,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,10,11,11
1008,1,0,18,1,0,1,3,3,3,3,0,0,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,10,10
1009,1,0,17,0,0,1,4,4,4,3,2,0,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,12,12,12
1010,1,0,17,1,1,0,3,2,3,2,3,1,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0,15,14,15
1011,1,1,18,1,1,1,1,1,2,3,1,0,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,14,13,14
1012,1,0,18,1,1,1,1,1,0,3,0,0,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,19,17,18
1013,1,0,18,0,1,0,1,2,0,2,0,1,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,16,15,15
1014,1,0,18,1,0,1,3,3,3,3,2,1,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,13,12,13
1015,1,0,17,1,1,1,4,4,0,0,0,1,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,15,14,15
1016,1,0,17,0,0,1,1,2,2,3,0,0,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,13,13,13
1017,1,1,18,0,0,1,1,3,0,2,0,1,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,8,10,9
1018,1,1,18,1,1,1,4,4,4,3,2,1,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,15,16,16
1019,1,0,17,0,0,1,1,1,2,3,3,1,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,8,8,9
1020,1,0,18,1,0,1,2,3,0,3,0,0,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,10,10
1022,1,1,18,0,1,1,1,2,0,3,2,0,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,9,10,10
1023,1,0,17,1,0,1,2,2,2,0,1,1,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,10,11,12
1024,1,0,17,0,0,1,1,2,2,2,0,1,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,7,8,9
1025,1,0,18,0,1,1,4,4,2,2,3,1,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17,17
1026,1,0,18,0,0,1,1,1,2,2,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,10,11,12
1027,1,0,19,0,0,1,1,1,0,2,0,2,2,2,1,0,1,0,0,1,1,1,1,4,3,3,1,1,3,4,7,8,9
1028,1,0,18,0,1,1,4,4,4,3,0,1,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,13,14,14
1029,1,0,18,1,0,1,3,3,2,2,1,1,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,16,16,16
1030,1,0,17,0,0,1,3,1,0,2,3,1,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,8,9,9
1031,1,1,18,1,0,1,4,4,4,4,1,0,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,17,18,19
1033,1,1,17,1,0,1,2,3,2,3,1,0,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,14,15,16
1036,1,0,18,0,0,1,2,2,0,2,2,1,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,14,17,15
1037,1,0,17,1,0,1,4,3,4,2,2,1,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,6,9,11
1038,1,0,18,0,0,1,4,4,4,0,3,1,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,7,9,10
1039,1,0,19,0,0,1,2,3,3,2,0,1,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,10,11,10
1040,1,0,18,1,1,1,3,1,4,3,0,1,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4,15,15,16
1041,1,0,18,1,0,1,1,1,2,2,0,1,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,11,12,9
1042,1,1,17,1,1,1,3,1,3,3,0,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,10,10,10
1043,1,1,18,0,1,1,3,2,3,2,0,1,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,10,11,11
